operator_id	operator_callsign	operator_comment	operator_country	operator_country_iso2letter	operator_iata	operator_icao	operator_name
4557			United Kingdom 	gb		SMG	RAF St Mawgan Search and Rescue 
370	COSTERA 		Mexico 	mx	5D	SLI	Aeroméxico Connect 
5243	SILKAIR 		Singapore 	sg	MI	SLK	SilkAir 
5244	SLOV LINE 		Slovakia 	sk	6Q	SLL	Slovak Airlines 
5245	SURINAM 		Suriname 	sr	PY	SLM	Surinam Airways 
4555	SCAMPTON 		United Kingdom 	gb		SMZ	RAF Scampton 
5247	SALPA 		Sudan 	sd		SLP	Salpa Aviation 
5248	SERVICIOS SLAINTE 		Mexico 	mx		SLS	Servicios Aéreos Slainte 
737	AVIO SLUZBA 		Serbia 	rs		SLU	Avio Sluzba 
5249	AVISTELLA 		Mauritania 	mr		SLV	Stella Aviation 
5250	SALMA AIR 		Nigeria 	ng		SLW	Salama Airlines Nigeria 
5251	SETE 		Brazil 	br		SLX	Sete Linhas Aéreas 
5252	SKYCO 		Sudan 	sd		SLY	Sky Line for Air Services 
5253	LUZA 		Angola 	ao		SLZ	Super Luza 
5254	SESAME 		Nigeria 	ng		SMA	SMA Airlines 
5255	SAMER 		Indonesia 	id		SMC	Sabang Merauke Raya Air Charter 
5256	SERVICIOS MARQUESA 		Mexico 	mx		SMD	Servicios Aéreos La Marquesa 
5258	SEMICH 		Kazakhstan 	kz		SME	Semos 
5259	GORDON 		Sweden 	se		SMF	Smalandsflyg 
1349	SAMI 		Mexico 	mx		SMI	Aero Sami 
1350	AVAVIA 		Zimbabwe 	zw	Z3	SMJ	Avient Aviation 
5262	SMITH AIR 		Canada 	ca		SML	Smith Air (1976) 
5264	SAMAR AIR 		Tajikistan 	tj		SMQ	Samar Air 
5265	SOMON AIR 		Tajikistan 	tj		SMR	Somon Air 
5266	SKYLIMIT 		Nigeria 	ng		SMT	Skyline 
1826	SMART WINGS 		Romania 	ro		SMW	Carpatair Flight Service 
511	ALIEXPRESS 		Italy 	it		SMX	Alitalia Express 
4943	NAJIM 		Saudi Arabia 	sa	ZS	SMY	Sama Airlines 
5268	SENATOR 		Germany 	de		SNA	Senator Aviation Charter 
5269	STERLING 		Denmark 	dk	NB	SNB	Sterling Airlines 
199	ARSAM 		Uzbekistan 	uz		SND	Air Samarkand 
5270	SANSA 		Nicaragua 	ni		SNE	Servicios Aéreos De Nicaragua (SANSA) 
3672	SNOW EAGLE 		China 	cn	LT	SNG	LongJiang Airlines 
5272	SENSERVICE 		Senegal 	sn		SNH	Senair Services 
5273	SAVANAHLINE 		Nigeria 	ng		SNI	Savanah Airlines 
5274	NEWSKY 		Japan 	jp	6J	SNJ	Skynet Asia Airways 
5277	SERVIZI AEREI 		Italy 	it		SNM	Servizi Aerei 
2303	SNOWBALL 		Canada 	ca		SNO	Delta Air Charter 
5280			Central African Republic 	cf		SNS	Societe Centrafricaine De Transport Aerien 
5282			Israel 	il		SNU	Snunit Aviation 
5283	SUDANESE 		Sudan 	sd		SNV	Sudanese States Aviation 
5285	SUNEX 		Canada 	ca		SNX	Sun Air Aviation Services 
201	AIR SANDY 		Canada 	ca		SNY	Air Sandy 
5286	STABO 		Zambia 	zm		SOB	Stabo Freight 
1351	ALSOL 		Mexico 	mx		SOD	Aerolíneas Sol 
1352	AIR SOLEIL 		Mauritania 	mr		SOE	Air Soleil 
4744			Ghana 	gh		SOG	Solenta Aviation Ghana 
5289	SOAVAIR 		Zambia 	zm		SOI	Southern Aviation 
5290	SOLOMON 		Solomon Islands 	sb	IE	SOL	Solomon Airlines 
5294	SOLINAIR 		Slovenia 	si		SOP	Solinair 
5295	SONAIR 		Angola 	ao		SOR	Sonair Servico Aéreo 
5299	SOWIND 		Canada 	ca		SOW	Sowind Air 
5300	SOLIDAIR 		Netherlands 	nl		SOX	Solid Air 
3352	SORIANO 		Philippines 	ph		SOY	Island Aviation 
5301	SATCO 		Kazakhstan 	kz	HZ	SOZ	Sat Airlines 
5303	SPRING CLASSIC 		South Africa 	za		SPB	Springbok Classic Air 
1354	SPEEDLINE 		Canada 	ca		SPD	Airspeed Aviation 
5306	SPACE WORLD 		Nigeria 	ng		SPF	Space World Airline 
5260	SMITHAIR 		United States 	us		SMH	Smithair 
5237	SILVERLINE 		Czech Republic 	cz		SLD	Silver Air 
5271	SHANS AIR 		Russia 	ru		SNF	Shans Air 
5287			Russia 	ru		SOC	Southern Cargo Air Lines 
5298	SARATOV AIR 		Russia 	ru	6W	SOV	Saratov Airlines Joint Stock Company 
3614	SANTOMENSES 		São Tomé and Príncipe 	st		SMS	Linhas Aéreas Santomenses 
4046			United Kingdom 	gb		SRD	Search and Rescue 22 
5308	SAPPHIRE-CHARTER 		South Africa 	za		SPH	Sapphire Executive Air 
4045			United Kingdom 	gb		SRG	Search and Rescue 202 
4978	DOPE 		United Kingdom 	gb		SSO	Special Scope Limited 
5310	CORPORATIVOS LAGUNA 		Mexico 	mx		SPL	Servicios Corporativos Aéreos De La Laguna 
221	SAINT-PIERRE 		France 	fr	PJ	SPM	Air Saint Pierre 
5311	AIR SKORPIO 		Bulgaria 	bg		SPN	Skorpion Air 
1356	EJECTUIV PACIFICO 		Mexico 	mx		SPO	Aeroservicios Ejecutivos Del Pacifico 
4979	STARSPEED 		United Kingdom 	gb		SSP	Starspeed 
5313	SERVICOS PALENQUE 		Mexico 	mx		SPQ	Servicios Aéreos Palenque 
4489	SPEEDAIR 		Canada 	ca	PB	SPR	Provincial Airlines 
4945	SALDUERO 		Spain 	es		SPS	SPASA 
4946	SPEED AVIATION 		Bangladesh 	bd		SPT	Speed Aviation 
4985	STREAMLINE 		United Kingdom 	gb		SSW	Streamline Aviation 
4948	SERVICIOS PRIVADOS 		Mexico 	mx		SPV	Servicios Privados De Aviación 
4949	SPEEDWING 		Switzerland 	ch		SPW	Speedwings 
4950			Germany 	de		SPX	Service People Gesellschaft für Charter und Service 
1357	THAI SPACE 		Thailand 	th		SPY	Asian Aerospace Service 
1358	SPEED SERVICE 		South Africa 	za		SPZ	Airworld 
4951	SLOVAK AEROCLUB 		Slovakia 	sk		SQA	Slovak National Aeroclub 
4952	SINGCARGO 		Singapore 	sg	SQ	SQC	Singapore Airlines Cargo 
4953	SLOVAK AIRFORCE 		Slovakia 	sk		SQF	Slovak Air Force 
4987	SPECSAVERS 		United Kingdom 	gb		SSZ	Specsavers Aviation 
4954	ALQUILER 		Mexico 	mx		SQL	Servicos De Alquiler 
5362	SKYUP 		Ukraine 	ua	PQ	SQP	SkyUp 
1359	ALSAQER AVIATION 		Libya 	ly		SQR	Alsaqer Aviation 
4955	SAIR 		Canada 	ca		SRA	Sair Aviation 
4956	SEARCA 		Colombia 	co		SRC	Searca 
2639	STREAMJET 		South Africa 	za		SRE	Fly Jetstream Aviation 
5451	SAN RAFEAL 		Chile 	cl		SRF	Transportes Aéreos San Rafael 
4957	SIEMREAP AIR 		Cambodia 	kh	FT	SRH	Siem Reap Airways 
1360	AIRSAFARI 		New Zealand 	nz		SRI	Air Safaris and Services 
1835	SYRJET 		Syrian Arab Republic 	sy		SRJ	C Air Jet Airlines 
4958	SKYFOX 		Switzerland 	ch	SX	SRK	Sky Work Airlines 
4960	SERVICIOS PERSONAL 		Mexico 	mx		SRL	Servicios Aeronáuticos Aero Personal 
4962	SAEREO 		Ecuador 	ec		SRO	Servicios Aéreos Ejecutivos Saereo 
4418	SPERBER 		Germany 	de		SRP	Polizeihubschauberstaffel Rheinland-Pfalz 
5465	BLUE JAY 		Philippines 	ph	DG	SRQ	Tigerair Philippines
4964	WHITESTAR 		Denmark 	dk	S6	SRR	Star Air 
4965	PHOTO CHARLIE 		Canada 	ca		SRS	Selkirk Remote Sensing 
5715	TRASER 		Kazakhstan 	kz		SRT	Trans Asian Airlines 
4966	STAR-UP 		Peru 	pe		SRU	Star Up 
1361	SERVICORP 		Mexico 	mx		SRV	Aero Servicio Corporativo 
4967	SARIA 		Sudan 	sd		SRW	Sarit Airlines 
4988	STAR 		United Kingdom 	gb		STA	Star Aviation 
1428			Armenia 	am		SRY	As-Aero 
4969	STRATO 		South Africa 	za		SRZ	Strato Air Services 
4970	SASIR 		Canada 	ca		SSB	Sasair 
4990	STADIUM 		United Kingdom 	gb		STC	Stadium City Limited 
4972	STAR SERVICE 		France 	fr		SSD	Star Service International 
4973	SUNSET 		Mexico 	mx		SSE	Servicios Aéreos Sunset 
4975	SLOVAK GOVERNMENT 		Slovakia 	sk		SSG	Slovak Government Flying Service 
4992	SEMITRANS 		United Kingdom 	gb		STE	Semitool Europe 
5866	SUPER JET 		Nigeria 	ng		SSI	Vision Airlines 
4999	STAPLEFORD 		United Kingdom 	gb		STL	Stapleford Flight Centre 
1362	SIERRA SULTAN 		Sierra Leone 	sl		SSL	Air Sultan 
1364	SUNSTREAM 		South Africa 	za		SSN	Airquarius Air Charter 
4980	SUNSTATE 		Australia 	au	QF	SSQ	Sunstate Airlines 
4981	SAESA 		Spain 	es		SSS	SAESA 
4982	SUNFLIGHT 		Canada 	ca		SST	Sunwest Airlines 
4556	SAINT ATHAN 		United Kingdom 	gb		STN	RAF St Athan 
4986	SIERRA SKY 		Sierra Leone 	sl		SSY	Sky Aviation 
4989	STATUS-ALPHA 		Ukraine 	ua		STB	Status-Alpha Airline 
4991	AERO AGUASCALINETES 		Mexico 	mx		STD	Servicios De Aerotransportacion De Aguascalientes 
4993			Sudan 	sd		STF	SFT-Sudanese Flight 
4995			Armenia 	am		STH	South-Airlines 
4996	SONTAIR 		Canada 	ca		STI	Sontair 
4997	STELLAVIA 		Netherlands 	nl		STJ	Sella Aviation 
5001	STERA 		Indonesia 	id		STQ	Star Air 
4596	STARLINE 		United Arab Emirates 	ae		STR	Red Star 
5002	FUEGUINO 		Argentina 	ar	FS	STU	Servicios de Transportes Aéreos Fueguinos 
5006	SIERRA WHISKEY 		Philippines 	ph		STW	South West Air Corporation 
5007	STARSAWAY 		South Africa 	za		STX	Stars Away Aviation 
1355	AIR SKOPJE 		Macedonia 	mk	M3	SPJ	Air Service 
4961	SIRAIR 		Russia 	ru		SRN	Sirair 
4974	SEVERSTAL 		Russia 	ru	D2	SSF	Severstal Air Company 
5000	SLOPS 		Russia 	ru		STO	Streamline Ops 
5008	STYRIAN 		Austria 	at		STY	Styrian Airways 
5057	SWAZI EXPRESS 		Swaziland 	sz	Q4	SWX	Swazi Express Airways 
5011	SUDANAIR 		Sudan 	sd	SD	SUD	Sudan Airways 
1367	AEROSURESTE 		Mexico 	mx		SUE	Aerolíneas Del Sureste 
5012	SUNFLOWER 		Fiji 	fj	PI	SUF	Sun Air (Fiji) 
5014	SUNU AIR 		Senegal 	sn		SUG	Sunu Air 
5015	LIGHT AIR 		Kyrgyzstan 	kg		SUH	Sun Light 
5016	SWISS AIR FORCE 		Switzerland 	ch		SUI	Swiss Air Force 
5017	SKYCARGO 		Kenya 	ke		SUK	Superior Aviation Services 
549			Dominican Republic 	do		SUN	Antillana De Navegación Aérea 
550	SERVICIO SANLUIS 		Mexico 	mx		SUO	Aeroservicios De San Luis 
551	AEROSUPER 		Mexico 	mx		SUP	Aerosuper 
5019			Egypt 	eg		SUR	Sun Air 
5020	SUNSCAN 		Denmark 	dk	EZ	SUS	Sun Air of Scandinavia 
5022	SISTEMAS AERONAUTICOS 		Mexico 	mx		SUT	Sistemas Aeronauuticos 2000 
5028	SILVER 		United Kingdom 	gb		SVH	Sterling Helicopters 
1368	SURVEY 		New Zealand 	nz		SUY	Aerial Surveys (1980) Limited 
5024	SAUDIA 		Saudi Arabia 	sa	SV	SVA	Saudia 
4769	SIAVIA 		Slovenia 	si		SVB	Siavia 
5025	GRENADINES 		Saint Vincent and the Grenadines 	vc		SVD	St. Vincent Grenadines Air (1990) 
612	AEROESPECIAL 		Mexico 	mx		SVE	Aero Servicios Expecializados 
5026	SWEDEFORCE 		Sweden 	se		SVF	Swedish Armed Forces 
5029	SETRA 		Mexico 	mx		SVI	Servicios De Transporte Aéreo 
5030			Djibouti 	dj		SVJ	Silver Air 
1369	SLOVAKIA 		Slovakia 	sk	GM	SVK	Air Slovakia 
5031	SEVAVIA 		Ukraine 	ua		SVL	Sevastopol-Avia 
516	SERVIMONTE 		Mexico 	mx		SVM	Aeroservicios Monterrey 
5032	SAVANAIR 		Angola 	ao		SVN	Savanair (Angola) 
5033	SERVIORIENTE 		Mexico 	mx		SVO	Servicios Aeronáuticos De Oriente 
5034	AEREOS SAAR 		Mexico 	mx		SVS	Servicios Aéreos Saar 
5035	SIERRA SERVICES 		Luxembourg 	lu		SVT	Seven Four Eight Air Services 
5316	SALT 		Poland 	pl		SVV	SALTAVIATION 
2949	SILVER ARROWS 		Luxembourg 	lu		SVW	Global Jet Luxembourg 
2158	SURVEYOR 		United Kingdom 	gb		SVY	Cooper Aerial Surveys 
2882	GALAIR 		United Kingdom 	gb		SWF	Galair International 
5038	SWISSBOOGIE 		Switzerland 	ch		SWB	Swissboogie Parapro 
5039	SAINT CLAIR 		Canada 	ca		SWC	South West Air 
5040	SOUTHERN WINDS 		Argentina 	ar	A4	SWD	Southern Winds Airlines 
5041	SWEDELINE 		Sweden 	se		SWE	Swedeways 
5043	SUNWING 		Canada 	ca	WG	SWG	Sunwing Airlines 
1370	SHOCKWAVE 		Canada 	ca		SWH	Adler Aviation 
5358	SAXONAIR 		United Kingdom 	gb		SXN	SaxonAir 
5074	SYNERGY 		United Kingdom 	gb		SYG	Synergy Aviation 
2906	SKYWALKER 		Canada 	ca		SWK	General Aerospace 
5384	TRANSJET 		Sweden 	se		SWL	Trans Jet Airways 
5960	AIR SWEDEN 		Sweden 	se	PT	SWN	West Air Sweden 
5047	STAR WORK 		Italy 	it		SWP	Star Work Sky 
5080	SHAWBURY 		United Kingdom 	gb		SYS	Shawbury Flying Training Unit 
5049	SWISS 		Switzerland 	ch	LX	SWR	Swiss International Air Lines 
5023	DANCEAIR 		Venezuela 	ve		SUV	Sundance Air 
5053	SWIFT 		Spain 	es		SWT	Swiftair 
5054	EUROSWISS 		Switzerland 	ch	LZ	SWU	Swiss Global Air Lines 
5055	FLYING SWEDE 		Sweden 	se	WV	SWV	Swe Fly 
5056	WAY AERO 		Ukraine 	ua	S8	SWW	Shovkoviy Shlyah 
5059	SWISSLINK 		Switzerland 	ch		SWY	Sky Jet 
5060	SWISSBIRD 		Switzerland 	ch		SWZ	Servair Private Charter
5063	SKY EXEC 		Nigeria 	ng		SXC	Sky Exec Aviation Services 
5360	SUNRISE 		Germany 	de	XG	SXD	Sunexpress Deutschland 
5065	SERVIMEX 		Mexico 	mx		SXM	Servicios Aéreos Especializados Mexicanos 
5066	SUNEXPRESS 		Turkey 	tr	XQ	SXS	SunExpress 
5067	SERTA 		Mexico 	mx		SXT	Servicios De Taxi Aéreo 
5069	SAFARI EXPRESS 		Kenya 	ke		SXY	Safari Express Cargo 
5070	LINEAS CARDINAL 		Argentina 	ar		SYA	Skyways 
5072			Yemen 	ye		SYE	Sheba Aviation 
4772			Ukraine 	ua		SYH	Sky Handling 
5076			Canada 	ca		SYJ	Slate Falls Airways 
5078	SYNCRUDE 		Canada 	ca		SYN	Syncrude Canada 
5079	SYRIANAIR 		Syrian Arab Republic 	sy	RB	SYR	Syrian Arab Airlines 
1372	SKYTRACK 		South Africa 	za		SYT	Aerosud Aviation 
5085	SKY COACH 		South Africa 	za		SYY	South African Historic Flight 
6098	ZIL AIR 		Seychelles 	sc		SYZ	Zil Air 
4782	SAMOA 		Samoa 	ws	OL	SZB	Samoa Air 
5009	AIR SILESIA 		Czech Republic 	cz		SUA	Silesia Air 
5018	SUMES 		Russia 	ru		SUM	State Unitary Air Enterprise 
3298	ASTAIR 		Russia 	ru	ZA	SUW	Interavia Airlines 
5774	SVERDLOVSK AIR 		Russia 	ru	U6	SVR	Ural Airlines 
1371	AIR YAKUTIA 		Russia 	ru	R3	SYL	Aircompany Yakutia 
1373	AIR SENEGAL 		Senegal 	sn	HC	SZN	Air Senegal 
5086	AERO ZEE 		Mexico 	mx		SZT	Servicios Aeronáuticos Z 
1374	AERO COSTA 		Mexico 	mx		TAA	Aeroservicios de La Costa 
5385	TURBOT 		Senegal 	sn		TAC	Turbot Air Cargo 
5386	TRANS DOMINICAN 		Dominican Republic 	do		TAD	Transporte Aéreo Dominicano 
5387	TAME 		Ecuador 	ec	EQ	TAE	TAME 
6099	ZANAIR 		Tanzania 	tz		TAN	Zanair 
5502	TUNISAVIA 		Tunisia 	tn		TAJ	Tunisavia 
5390	TALAIR 		Papua New Guinea 	pg		TAL	Talair 
5391	TAM 		Brazil 	br	JJ	TAM	LATAM Brasil 
1375	TRANS-AEROMAR 		Mexico 	mx	VW	TAO	Aeromar 
5393	AIR PORTUGAL 		Portugal 	pt	TP	TAP	TAP Portugal 
5394	TUNAIR 		Tunisia 	tn	TU	TAR	Tunisair 
3642	LOTUS FLOWER 		Egypt 	eg		TAS	Lotus Air 
3005	TACA-COSTARICA 		Costa Rica 	cr		TAT	Grupo TACA 
5395	TRANSTAURO 		Mexico 	mx		TAU	Transportes Aéreos Tauro 
2130	TAVISA 		Spain 	es		TAV	Compañía de Servicios Aéreos Tavisa 
5399			United Kingdom 	gb		TBC	Turbine Air Cargo UK 
5397	QUALITY 		Belgium 	be	3V	TAY	TNT Airways 
5677	TIBET 		China 	cn		TBA	Tibet Airlines 
5400	ORCA 		Canada 	ca		TBD	Thunderbird Tours 
5401			Haiti 	ht	M7	TBG	Tropical Airways 
5402			Bahamas 	bs		TBH	Trinity Air Bahamas 
1376	AEROTREBOL 		Mexico 	mx		TBL	Aerotrebol 
5405	TEEBAH 		Sierra Leone 	sl		TBN	Teebah Airlines 
1377	AERO CABOS 		Mexico 	mx		TBO	Aero Taxi de Los Cabos 
5406	TUBELAIR 		Tunisia 	tn		TBR	Tubelair 
5314	TRIBASA 		Mexico 	mx		TBS	Servicios Aéreos Tribasa 
5407	TABEX 		Trinidad and Tobago 	tt		TBX	Tobago Express 
5408	TROPICANA 		Egypt 	eg		TCA	Tropican Air Services 
5409	TRANSCARIBE 		Colombia 	co		TCB	Transporte del Caribe 
5410	TRANSCAL 		Sudan 	sd		TCC	Trans Continental Airlines 
5411	TCHADLINES 		Chad 	td		TCD	Tchad Airlines 
5417	TRANSCORP 		United Kingdom 	gb		TCP	Transcorp Airways 
5421	THOMAS COOK 		United Kingdom 	gb	MT	TCX	Thomas Cook Airlines 
5413	THAI CARGO 		Thailand 	th	T2	TCG	Thai Air Cargo 
5414	TRANS GULF 		Bahrain 	bh		TCH	Transcontinental Air 
1378	KERRMONT 		Turks and Caicos Islands 		JY	TCI	Air Turks and Caicos 
1381	TRIDENT 		United Kingdom 	gb		TDT	Atlas Helicopters 
3963			Mali 	ml	P9		Nas Air 
5968	TEEBIRD 		United Kingdom 	gb		TEE	West Freugh DTEO 
3700	TRAFALGAR 		United Kingdom 	gb		TFG	MAS Airways 
1379	TRANSCOLOMBIA 		Colombia 	co		TCO	Aerotranscolombina de Carga 
3550	TICOS 		Costa Rica 	cr		TCR	Lanaes Aereas Trans Costa Rica 
5418	TRANS-CONT 		Uruguay 	uy		TCT	Transcontinental Sur 
5419	TRANSGLOBAL 		Philippines 	ph		TCU	Transglobal Airways Corporation 
5423	TADAIR 		Spain 	es		TDC	Tadair 
5425	TRANSIXTLAN 		Mexico 	mx		TDI	Transportes Aéreos de Ixtlán 
5427	TRADO 		Dominican Republic 	do		TDO	TRADO 
5428	TRADEAIR 		Croatia 	hr		TDR	Trade Air 
5429	TAXI EVORA 		Mexico 	mx		TDV	Taxi Aero Nacional Del Evora 
2611	TRAVELMAX 		South Africa 	za		TEA	Executive Turbine Aviation 
5431	TENIR AIR 		Kyrgyzstan 	kg		TEB	Tenir Airlines 
1383	AEROAZTECA 		Mexico 	mx		TED	Aero Servicios Azteca 
5433	TECFOTO 		Spain 	es		TEF	Tecnicas Fotograficas 
1504			Angola 	ao		TEJ	AeroJet 
5436	TECHMONT 		Slovakia 	sk		TEM	Tech-Mont Helicopter Company 
5439	Tesaban 		Portugal 	pt		TES	Taespejo Portugal LDA 
71	TEAMWORK 		South Africa 	za		TEW	Airteam Charter 
1949	CATEX 		France 	fr		TEX	Catex 
5367			Kyrgyzstan 	kg		TEZ	TezJet Airlines 
5443	ROYAL TEE-AIR 		Philippines 	ph		TFB	Tair Airways 
5446	THAI HELICOPTER 		Thailand 	th		TFH	Thai Flying Helicopter Service 
5730	ORANGE 		Netherlands 	nl	OR	TFL	TUI Airlines Netherlands 
4125	SPIRIT 		Norway 	no		TFN	Norwegian Aviation College 
5449	TRANSPORTES PACIFICO 		Mexico 	mx		TFO	Transportes Aéreos del Pacífico 
5450	THAI FLYING 		Thailand 	th		TFT	Thai Flying Service 
5570	CABOVERDE 		Cape Verde 	cv	VR	TCV	TACV 
5404	TABAN AIR 		Iran 	ir		TBM	Taban Air Lines 
5426	TANDEM 		Moldova 	md	TQ	TDM	Tandem Aero 
5441	TEPAVIA 		Moldova 	md		TET	Tepavia-Trans Airlines 
5440	TRANSEURLINE 		Russia 	ru	UE	TEP	Transeuropean Airlines 
17	THJY 		Russia 	ru		TFU	213th Flight Unit 
5448			São Tomé and Príncipe 	st		TFK	Transafrik International 
5454	TASA 		Spain 	es		TGE	Trabajos Aéreos 
5462	TIGGOZ 		Australia 	au	TT	TGG	Tigerair Australia 
5455	TRANSPORTE REGIONAL 		Mexico 	mx		TGI	Transportes Aéreos Regionales 
5456	TAG ESPANA 		Spain 	es		TGM	TAG Aviation Espana 
5457	TRIGANA 		Indonesia 	id		TGN	Trigana Air Service 
5460	TRANSPORT 		Canada 	ca		TGO	Transport Canada 
5317	TARGET 		Sweden 	se		TGT	SAAB Nyge Aero 
4756	SCOOTER 		Singapore 	sg	TR	TGW	Scoot 
5466	TRANSGABON 		Gabon 	ga		TGX	Transair Gabon 
5467	TRANS GUYANA 		Guyana 	gy		TGY	Trans Guyana Airways 
2914	TAMAZI 		Georgia 	ge	A9	TGZ	Georgian Airways 
5468	THAI 		Thailand 	th	TG	THA	Thai Airways International 
5369	Thailand 		Thailand 	th	TXZ	Thai Express Air	EXPRESS AIR 
5318	THAI SABAI 		Thailand 	th		THB	Spark Air 
5452	TAYSIDE 		United Kingdom 	gb		TFY	Tayside Aviation 
5370	THAI SMILE 		Thailand 	th	WE	THD	Thai Smile Airways 
5470	TOUMAI AIR 		Chad 	td		THE	Toumai Air Tchad 
5471	TOURAINE HELICO 		France 	fr		THF	Touraine Helicoptere 
5472	THAI GLOBAL 		Thailand 	th		THG	Thai Global Airline 
5473	THAI JET 		Thailand 	th		THJ	Thai Jet Intergroup 
5474	HUR KUS 		Turkey 	tr		THK	Turk Hava Kurumu Hava Taksi Isletmesi 
409	THAI AIRMARK 		Thailand 	th		THM	Airmark Aviation 
3327	ATHENA 		Canada 	ca		THN	International Security Assistance Force 
5476	LEMPIRA 		Honduras 	hn		THO	TACA De Honduras 
5377	TUSAS 		Turkey 	tr		THS	Turkish Aerospace Industries 
235	TAHITI AIRLINES 		France 	fr	TN	THT	Air Tahiti Nui 
5478	AIR THUNDER 		Canada 	ca		THU	Thunder Airlines 
5479	TURKISH 		Turkey 	tr	TK	THY	Turkish Airlines 
5480	LYON HELIJET 		France 	fr		THZ	Trans Helicoptere Service 
5805	URAI 		Russia 	ru		URV	Uraiavia 
5453	THANET 		United Kingdom 	gb		TGC	TG Aviation 
5717	TRIP 		Brazil 	br	T4	TIB	TRIP Linhas Aéreas 
5482	TRAVEL INTERNATIONAL 		Zambia 	zm		TIC	Travel International Air Charters 
306			Canada 	ca	8T	TID	Air Tindi 
5319	TIRIAC AIR 		Romania 	ro		TIH	S C Ion Tiriac 
5484	TICAIR 		Australia 	au		TIK	Tic Air 
5485	TEAM BRASIL 		Brazil 	br		TIM	TEAM Linhas Aéreas 
5486	TAINO 		Dominican Republic 	do		TIN	Taino Tours 
5488	TIACA 		Venezuela 	ve		TIW	Transcarga Intl Airways 
1384	ANTAIR 		Mexico 	mx		TIR	Antair 
5489	TAJIKAIR 		Tajikistan 	tj		TJK	Tajikair 
5490	NERON 		Kazakhstan 	kz		TJN	Tien-Shan 
5491	TYROLJET 		Austria 	at		TJS	Tyrolean Jet Services 
5492	TWINJET 		France 	fr	T7	TJT	Twin Jet 
5493	TIKAL 		Guatemala 	gt		TKC	Tikal Jets Airlines 
5494	ISLAND BIRD 		France 	fr		TKE	Take Air Line 
5380	TARKIM AVIATION 		Turkey 	tr		TKJ	Tarkim Aviation 
1885	TANKER 		Canada 	ca		TKR	Canadian Interagency Forest Fire Centre 
5495	TROPEXPRESS 		Saint Kitts and Nevis 	kn		TKX	Tropical International Airways 
5497	TRANSLIFT 		Ireland 	ie		TLA	Translift Airways 
1385	TRIPLE-A 		France 	fr		TLB	Atlantique Air Assistance 
5522	TRANS AMAZON 		Venezuela 	ve		TMZ	Transporte Amazonair 
1386	AEREO AUTLAN 		Mexico 	mx		TLD	Aereo Taxi Autlan 
1387	AEROUTIL 		Mexico 	mx		TLE	Aero Util 
5498	TRANS-LEONE 		Sierra Leone 	sl		TLF	Transport Africa 
5354	STARLINK 		Canada 	ca	Q4	TLK	Starlink Aviation 
5499	ATLANTIC LEONE 		Sierra Leone 	sl		TLL	Trans Atlantic Airlines 
5374	MENTARI 		Thailand 	th	SL	TLM	Thai Lion Mentari 
5501	TULIPAIR 		Netherlands 	nl	TD	TLP	Tulip Air 
724	AIR LIBYA 		Libya 	ly		TLR	Air Libya Tibesti 
5504	TURTLE 		Fiji 	fj		TLT	Turtle Airways 
1388	AEROTOLUCA 		Mexico 	mx		TLU	Aero Toluca Internactional 
5505	PAJAROS 		Uruguay 	uy		TLV	Travelair 
5432	Teamline 		Austria 	at	L9	TLW	Teamline Air 
5507	TOPFLY 		Spain 	es		TLY	Top Fly 
5508	TANGO LIMA 		Lebanon 	lb	TL	TMA	Trans Mediterranean Airlines 
5509			Egypt 	eg		TMD	Transmed Airlines 
1389	TAXICENTRO 		Mexico 	mx		TME	Aero Taxi del Centro de Mexico 
5510	TRILINES 		Indonesia 	id	GY	TMG	Tri-MG Intra Asia Airlines 
5511	TAXIMARAKAME 		Mexico 	mx		TMH	Taxis Turisticos Marakame 
5512	TAMIRWAYS 		Israel 	il		TMI	Tamir Airways 
5514	TAM AIRLINE 		Madagascar 	mg	OF	TML	Transports et Travaux Aériens de Madagascar 
5516	TRAM AIR 		Mauritania 	mr		TMQ	TRAM 
5517	TIMBER 		Canada 	ca		TMR	Timberline Air 
5520	TRAMON 		South Africa 	za		TMX	Tramon Air 
5521	MUNDO MAYA 		Mexico 	mx		TMY	Transportes Aéreos del Mundo Maya 
5523	TRANS-BENIN 		Benin 	bj		TNB	Trans Air-Benin 
3981	NATCOM 		Canada 	ca		TNC	National Aviation Consultants 
454	TAXIS CESSNA 		Mexico 	mx		TND	Aero Taxis Cessna 
5524	TAXINOROESTE 		Mexico 	mx		TNE	Taxis Aéreos del Noroeste 
5483	TIME AIR 		Czech Republic 	cz		TIE	Time Air 
5477	TEHRAN AIR 		Iran 	ir		THR	Tehran Airline 
5525	TRANSFAS 		Burkina Faso 	bf		TNF	Transafricaine 
4558	TOPCLIFFE 		United Kingdom 	gb		TOF	RAF Topcliffe Flying Training Unit 
5540	TUI AIR		United Kingdom 	gb	BY	TOM	Thomson Airways 
5528	SKY HORSE 		Mongolia 	mn		TNL	Tengeriyn Ulaach Shine 
5529	TIARA 		Aruba 		3P	TNM	Tiara Air 
453	AEROUNION 		Mexico 	mx		TNO	Aerotransporte de Carga Union 
5530	TRANSPED 		Austria 	at		TNP	Transped Aviation 
5757	RAINBOW 		United Kingdom 	gb		TQF	United Kingdom Royal VIP Flights 
5532	TRANS NORTH 		Canada 	ca		TNT	Trans North Turbo Air 
